category,max,nulls
undefined,1.81947871002039,80514,3634,3024,2473,1725,1043,259,200,11,7,8
undefined,13.8274855133403,55916,30108,4912,1743,87,47,21,24,19,15,6
undefined,0.994659263668551,84673,1286,1254,1099,1070,1021,810,733,485,307,160
undefined,1.83467745321971,69380,5886,4901,4394,3955,2547,767,617,230,164,57
undefined,9.20904933728633,49602,21462,10027,5096,3125,1336,811,471,343,310,315
undefined,11.556421807966,44509,27878,12173,5422,1648,701,278,100,83,70,36
undefined,0.990975342419509,90686,350,353,287,310,249,247,171,132,66,47
undefined,0.987180113037527,88755,792,718,650,654,493,395,227,119,72,23
undefined,4.39738944535997,53167,15775,14241,5474,2292,795,273,301,282,171,127
undefined,2.53055501594293,71484,6900,5690,4493,2584,863,516,187,105,46,30
undefined,11.1668710318479,60771,24402,3851,1558,1012,628,225,165,119,93,74
undefined,2.61684845738873,82145,4211,2914,1899,776,325,211,99,64,96,158
undefined,3.83701036144325,56574,12454,10924,6822,2497,1706,1141,599,91,44,46
undefined,2.47448898435684,60136,9848,7903,6442,4180,2277,1207,463,207,121,114
undefined,17.5514473484195,49614,36627,3343,1240,854,620,243,124,75,72,86
undefined,0.990827274729289,85329,1427,1225,1073,971,839,627,554,452,322,79
undefined,2.78459583919797,70006,7676,6830,4224,1685,1030,640,523,263,14,7
undefined,3.23200262499703,47265,10551,11250,8452,5547,3428,2161,1652,1359,795,438
undefined,11.645284887176,45912,28018,8497,4426,2564,1364,970,420,417,168,142
undefined,1,89822,577,461,421,399,304,311,213,171,126,93
undefined,3.2955620215923,65812,9988,9067,5539,1409,636,236,173,17,16,5
undefined,9.99378976653283,63226,21923,3943,1145,700,509,523,559,235,93,42
undefined,5.35622449542554,75447,10425,4965,1095,429,210,147,64,45,39,32
undefined,12.7231013698168,39976,25376,14189,6417,3408,1931,697,322,198,177,207
undefined,17.4316317712277,88975,3071,327,192,131,93,42,30,14,11,12
undefined,5.17752999756714,36591,14670,16381,11128,6608,3528,1952,717,621,427,275
undefined,2.35064820005737,89291,1484,1023,636,319,62,29,28,20,0,6
undefined,1.74943102142279,83349,2731,2228,1943,1246,820,376,123,15,20,47
undefined,1.79352215194922,80689,3091,2627,2160,1918,1436,494,182,128,111,62
undefined,3.01342222971095,68412,8258,7368,5510,1947,810,174,173,77,47,122
undefined,3.63235408804734,75437,7547,5313,2553,609,586,383,235,104,69,62
undefined,9.42228697986041,47440,26892,9248,4408,2362,1552,570,121,118,96,91
undefined,12.8081075546584,61288,24086,4955,1430,509,295,156,71,31,35,42
undefined,4.38130304021961,75913,9602,5801,1079,385,76,8,9,9,11,5
undefined,2.90092601304162,60299,9016,7928,6484,4409,2093,1334,770,362,121,82
undefined,3.75887415585961,81644,5867,3587,1090,345,158,59,44,44,46,14
undefined,3.18913978775367,50881,12635,10737,9237,4134,2654,1414,599,284,205,118
undefined,11.8674411807737,89914,2234,269,129,62,84,47,44,34,33,48
undefined,1.44884126363852,83794,2140,2191,1681,1291,1002,576,218,2,0,3
undefined,2.57391985473601,48391,10886,10627,9637,6800,3277,1575,995,542,108,60
undefined,0.995415121974351,84909,1203,1069,1100,911,949,936,678,493,448,202
undefined,0.988558230106721,92405,60,52,72,63,71,67,47,33,18,10
undefined,2.42132365254216,70382,6703,5674,4934,3095,836,583,166,250,203,72
undefined,2.7402783405593,86530,2362,1531,1314,479,281,228,96,51,19,7
undefined,1.85241033113473,85330,2369,2049,1584,909,513,103,24,8,8,1
undefined,2.74167289907146,65628,8005,7202,5654,2800,1539,990,540,309,176,55
undefined,9.37694113546022,55781,23820,9780,2355,637,226,80,76,86,34,23
undefined,1.86587432131243,87218,1590,1488,1182,811,532,56,6,5,3,7
undefined,4.46537028576019,61345,11656,10621,4028,1921,1203,901,537,397,196,93
undefined,5.20715597569794,37161,14677,15624,9746,6353,3621,2511,1548,739,605,313
undefined,1.84605161979939,77456,3917,3456,3149,2271,1576,595,369,48,52,9
undefined,3.75359926273488,77852,5928,4522,2823,770,457,209,145,119,50,23
undefined,3.85273275272753,85729,3542,2113,839,205,191,87,76,69,22,25
undefined,1.59931983909574,84824,2134,1882,1518,1035,600,375,146,125,174,85
undefined,1,81675,1716,1773,1599,1406,1255,1150,969,681,446,228
undefined,2.091476731789,79654,3326,2798,2211,2172,1621,386,338,291,69,32
undefined,2.27613430414168,72999,4875,4128,3840,2679,1454,876,673,606,559,209
undefined,15.7108679067618,49859,22038,8433,5033,3560,1886,986,284,294,312,213
undefined,2.58661638553923,62903,7735,8041,7253,3666,1261,986,531,222,161,139
undefined,6.52621451211188,50376,18575,12715,6577,2573,999,304,249,189,177,164
undefined,1.97212058989822,65500,5840,5878,5175,5079,3295,764,602,418,265,82
undefined,5.37284782584167,62441,15637,10143,2461,1136,493,267,124,73,50,73
undefined,11.6587700411574,51723,23406,8961,4478,2172,979,361,238,203,179,198
undefined,5.45759592600185,52405,15293,10350,5769,3066,1935,1876,1386,562,172,84
undefined,1.98700969648178,84993,2358,1831,1623,1409,648,10,4,11,5,6
undefined,1.87595565017466,79249,4023,3402,2795,1845,1255,233,31,32,19,14
undefined,14.7697467939561,84215,7793,446,78,54,80,79,56,46,30,21
undefined,4.91109370130614,40132,19313,18199,7882,4559,1857,483,105,108,108,152
undefined,0.98201358456657,88990,688,550,611,548,407,335,276,253,151,89
undefined,1.46987922706838,81007,2867,2394,2034,1737,1437,767,305,114,147,89
undefined,6.17611124723563,52218,16780,11446,6131,3529,1457,760,397,129,32,19
undefined,1.54371548649612,82584,2726,2215,1770,1573,1049,581,188,131,71,10
undefined,3.01191568187712,52681,10660,10476,9605,4898,2439,1044,651,314,80,50
undefined,0.93750872859888,92550,61,48,41,57,19,20,30,45,16,11
undefined,3.01269087272632,88501,2251,1473,547,84,19,8,7,3,3,2
undefined,3.39093492673759,73293,9609,6665,2470,308,192,124,93,90,46,8
undefined,2.59052935284581,79032,5311,3899,2739,1255,302,252,74,18,9,7
undefined,0.993911621934633,86064,994,984,1082,978,754,633,481,449,317,162
undefined,1.70307906176413,80937,2905,2436,2298,1964,1286,540,183,225,122,2
undefined,0.992070406590329,91427,176,165,176,174,187,186,124,107,102,74
undefined,0.992590948909709,91531,203,161,193,147,172,143,144,97,87,20
undefined,2.2100440317062,74365,4837,4112,3832,2995,1222,489,415,331,235,65
undefined,4.62341026860217,51234,13118,10831,7063,4490,3178,1644,882,348,72,38
undefined,6.50141682238926,52708,19846,12730,4290,1339,642,534,544,151,77,37
undefined,2.42345861279616,70473,6518,5209,4353,2815,1144,888,757,374,188,179
undefined,0.981190387197299,91178,239,176,222,263,285,169,149,84,74,59
undefined,1.60040361473582,88796,1254,1014,778,584,302,143,6,7,9,5
undefined,2.48373310926291,77829,5524,4161,2811,1527,501,184,156,142,46,17
undefined,1.41717642923906,86232,1591,1530,1103,911,566,428,325,65,47,100
undefined,1.77723525424948,82030,2873,2539,2339,1679,1038,265,63,42,18,12
undefined,2.42728870413998,74817,6389,5161,3726,1752,322,232,231,123,106,39
undefined,10.9731402625125,45486,23913,11980,5643,2766,1817,700,208,131,132,122
undefined,3.37600397548783,54062,12790,10818,7433,3798,1658,1071,681,341,168,78
undefined,3.45637046113377,72341,7958,6597,3857,735,259,241,294,250,219,147
undefined,0.997391254026481,91413,286,250,170,164,161,112,149,89,60,44
